,Tờ khai,Ngày đăng ký,Tên nơi mở tờ khai,Mã doanh nghiệp XNK,Tên doanh nghiệp XNK,Đơn vị đối tác,Mã hàng khai báo,Số thứ tự hàng,Tên hàng,Đơn giá khai báo(USD),Đơn giá NT khai báo,Đơn giá điều chỉnh(USD),Đơn giá NT điều chỉnh,PP khai báo,PP áp giá,Nguyên tệ,Tỷ giá nguyên tệ,Tỷ giá USD,Lượng,Đơn vị tính,Tên nuớc xuất xứ,Số hợp đồng,Ngày hợp đồng,Mã phương thức thanh toán,Điều kiện giao hàng,Mã phương tiện vận chuyển,Phương tiện vận chuyển,Kiểm tra giá cấp Tổng cục,Kiểm tra giá cấp Cục,Kiểm tra giá cấp Chi cục,Thuế suất XNK,Thuế suất TTĐB,Thuế suất VAT,Thuế suất tự vệ,Thuế XNK,Thuế TTĐB,Thuế VAT,Thuế môi trường,Thuế tự vệ,Xếp hạng DN,Trạng thái,Kết quả kiểm tra STQ,Nước nhập khẩu,Ngày KTG chi cục,Kết quả TVG chi cục,Kết quả TVG cục,Mặt hàng,Nhãn hiệu,Model
0,105623542400/A11/15BB,2023-08-01,HUUNGHILS,'0101117660,Công ty TNHH Thương mại - tài chính Hải âu,"LIUGONG MACHINERY HONGKONG CO., LTD",'84295100,2,"Máy xúc lật bánh lốp Liugong model CLG816C, động cơ diezel Yunnei, công suất 65 kW, Thể tích gầu 1.0m3. Hàng mới 100% sản xuất năm 2023",12900.0,12900.0,,,G1,,USD,23500.0,23500,1,UNIT,CN,LGHKVNSF2318-1,2023-07-27,LC,DAP,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,24252000.0,0,0,,,,VN,,,,,,CLG816C
1,105623542400/A11/15BB,2023-08-01,HUUNGHILS,'0101117660,Công ty TNHH Thương mại - tài chính Hải âu,"LIUGONG MACHINERY HONGKONG CO., LTD",'84295100,1,"Máy xúc lật bánh lốp Liugong model CLG816C, động cơ diezel Yunnei, công suất 65 kW, Thể tích gầu 1.0m3. Có van chờ. Hàng mới 100% sản xuất năm 2023",13330.0,13330.0,,,G1,,USD,23500.0,23500,2,UNIT,CN,LGHKVNSF2318-1,2023-07-27,LC,DAP,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,50120800.0,0,0,,,,VN,,,,,,CLG816C
2,105620800500/A11/03CC,2023-08-01,CANGHPKVI,'0104567918,Công Ty TNHH Công Nghiệp Phú Thái,"PHU THAI TRADING PTE ., LTD",'84292000,1,Máy san gạt hiệu CATERPILLAR Model : 14 . Serial : CAT00014CNN400316 . Mới 100%.Động cơ diesel . ( Phụ tùng tháo rời đồng bộ ).,405000.0,405000.0,,,G1,,USD,23500.0,23500,1,PCE,US,PTT20230533,2023-05-27,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,761400000.0,0,0,,,,VN,,,,MÁY SAN GẠT,CATERPILLAR,14
3,105620785060/A11/03CE,2023-08-01,CANGHPKVII,'0104197907,Công Ty TNHH Một Thành Viên Thương Mại Vận Tải Việt Hưng,"TRIMEN TRACTORS, AS.",'84294090,1,"Xe lu rung nhãn hiệu Hamm, Model 3412HT, lực rung > 20 tấn tính theo trọng lượng, năm sx: 2012. Số khung: H1802060, động cơ Diezel. Hàng đã qua sử dụng.",50262.9552,45750.0,,,G1,,EUR,25818.13,23500,1,PCE,DE,620251,2023-05-06,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,94494355.8,0,0,,,,VN,,,,XE LU RUNG,HAMM,3412HT
4,105622630041/A11/03CC,2023-08-01,CANGHPKVI,'0106092635,Công Ty Cổ Phần Xuất Nhập Khẩu Doan Nguyễn,B&N MASCHINEN HANDEL GMBH,'84294050,1,"Xe lu rung nhãn hiệu HAMM 3518 số serial: H1760633 đã qua sử dụng , động cơ diesel, năm sản xuất: Xác định theo kết quả cơ quan đăng kiểm. Xe có trọng tải rung > 20t",46692.3628,42500.0,,,G1,,EUR,25818.13,23500,1,PCE,DE,RE23060201,2023-06-13,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,87781642.0,0,0,,,,VN,,,,XE LU RUNG,HAMM,3518
5,105620920200/A11/03TG,2023-08-01,CHPKVIII,'0107161391,Công Ty TNHH Thương Mại Và Dịch Vụ Vận Tải Bảo Châu,"TJ ENTERPRISE CO.,LTD",'84295200,3,"Máy đào bánh lốp hiệu DOOSAN, model: DX55W-5, số khung: DHKCEWAXVJ0002675, sử dụng nhiên liệu diesel, sản xuất năm 2018, hàng đã qua sử dụng.",25000.0,25000.0,25000.0,25000.0,G1,G1,USD,23500.0,23500,1,PCE,KR,TJ-230705BAO,2023-07-20,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,47000000.0,0,0,,Bình thường,,VN,2023-08-02,,,MÁY ĐÀO BÁNH LỐP,DOOSAN,DX55W-5
6,105622770040/A11/03CC,2023-08-01,CANGHPKVI,'0106092635,Công Ty Cổ Phần Xuất Nhập Khẩu Doan Nguyễn,B&N MASCHINEN HANDEL GMBH,'84294050,1,"Xe lu rung nhãn hiệu HAMM 3412 số serial: 44043 đã qua sử dụng , động cơ diesel, năm sản xuất: Xác định theo kết quả cơ quan đăng kiểm. Xe có trọng tải rung > 20t",43945.7532,40000.0,,,G1,,EUR,25818.13,23500,1,PCE,DE,RE23060203,2023-06-13,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,82618016.0,0,0,,,,VN,,,,XE LU RUNG,HAMM,3412
7,105622804120/A11/03CC,2023-08-01,CANGHPKVI,'0106092635,Công Ty Cổ Phần Xuất Nhập Khẩu Doan Nguyễn,B&N MASCHINEN HANDEL GMBH,'84294050,1,"Xe lu rung nhãn hiệu HAMM 3412HT số serial: H1601713 đã qua sử dụng , động cơ diesel, năm sản xuất: Xác định theo kết quả cơ quan đăng kiểm. Xe có trọng tải rung > 20t",52734.9038,48000.0,,,G1,,EUR,25818.13,23500,1,PCE,DE,RE23060202,2023-06-13,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,99141619.2,0,0,,,,VN,,,,XE LU RUNG,HAMM,3412HT
8,105620920200/A11/03TG,2023-08-01,CHPKVIII,'0107161391,Công Ty TNHH Thương Mại Và Dịch Vụ Vận Tải Bảo Châu,"TJ ENTERPRISE CO.,LTD",'84295200,1,"Máy đào bánh xích hiệu DOOSAN, model: DX55MTACE, số khung: DX55MTACE-5818, sử dụng nhiên liệu diesel, sản xuất năm 2012, hàng đã qua sử dụng.",4000.0,4000.0,4000.0,4000.0,G1,G1,USD,23500.0,23500,1,PCE,KR,TJ-230705BAO,2023-07-20,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,7520000.0,0,0,,Bình thường,,VN,2023-08-02,,,MÁY ĐÀO BÁNH XÍCH,DOOSAN,DX55MTACE
9,105620920200/A11/03TG,2023-08-01,CHPKVIII,'0107161391,Công Ty TNHH Thương Mại Và Dịch Vụ Vận Tải Bảo Châu,"TJ ENTERPRISE CO.,LTD",'84295200,2,"Máy đào bánh lốp hiệu DOOSAN, model: DX55W, số khung: DX55W-5649, sử dụng nhiên liệu diesel, sản xuất năm 2009, hàng đã qua sử dụng.",10000.0,10000.0,10000.0,10000.0,G1,G1,USD,23500.0,23500,1,PCE,KR,TJ-230705BAO,2023-07-20,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,18800000.0,0,0,,Bình thường,,VN,2023-08-02,,,MÁY ĐÀO BÁNH LỐP,DOOSAN,DX55W
10,105621223630/A11/02CI,2023-08-01,CSGONKVI,'0305562074,CôNG TY TNHH MộT THàNH VIêN THươNG MạI NHư THANH,GLOBAL COMPANY,'84295900,3,"Máy đào bánh xích hiệu KATO, model: HD400VII, Số Khung: 6499, hàng đã qua sử dụng.",4229.617,600000.0,4229.617,600000.0,G1,G1,JPY,165.66,23500,1,PCE,JP,0507/23NT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,7951680.0,0,0,,Bình thường,,VN,2023-08-01,,,MÁY ĐÀO BÁNH XÍCH,KATO,HD400VII
11,105622245960/A11/03TG,2023-08-01,CHPKVIII,'0110014943,CôNG TY TNHH MáY CôNG TRìNH HOàNG PHúC,"N&M TRADE CO .,LTD",'84295900,3,"Máy đào bánh xích đã qua sử dụng hiệu HITACHI, Model: EX75UR-3, Serial: 10VP011683, động cơ diesel",4629.0859,650000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,NM-103672,2023-07-13,KC,FOB,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,8702681.5342,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH ĐÃ QUA SỬ DỤNG,HITACHI,EX75UR-3
12,105622245960/A11/03TG,2023-08-01,CHPKVIII,'0110014943,CôNG TY TNHH MáY CôNG TRìNH HOàNG PHúC,"N&M TRADE CO .,LTD",'84295900,4,"Máy đào bánh xích đã qua sử dụng hiệu YANMAR, Model: B6-6A, Serial: 65056B, động cơ diesel",3916.9189,550000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,NM-103672,2023-07-13,KC,FOB,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,7363807.4521,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH ĐÃ QUA SỬ DỤNG,YANMAR,B6-6A
13,105622001550/A11/03TG,2023-08-01,CHPKVIII,'0201631615,CôNG TY TNHH THươNG MạI DịCH Vụ VậN TảI KHáNH KHIêM,"THAI PAKISTAN BUSINESS HOUSE (THAILAND) CO., LTD",'84294050,1,"Xe lu rung hiệu HAMM 3410 đã qua sử dụng , sản xuất năm 2015 , số khung: H2170145 , lực rung lớn nhất trên 20 tấn, động cơ diezel",34500.0,34500.0,34500.0,34500.0,G1,G1,USD,23500.0,23500,1,PCE,DE,TPBH23/0020,2023-07-17,KC,C&F,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,64860000.0,0,0,,Bình thường,,VN,2023-08-02,,,XE LU RUNG,HAMM,3410
14,105621223630/A11/02CI,2023-08-01,CSGONKVI,'0305562074,CôNG TY TNHH MộT THàNH VIêN THươNG MạI NHư THANH,GLOBAL COMPANY,'84295900,2,"Máy đào bánh xích hiệu KOBELCO, model: SK03-N2, Số Khung: LE-9213, hàng đã qua sử dụng.",2114.8085,300000.0,2114.8085,300000.0,G1,G1,JPY,165.66,23500,1,PCE,JP,0507/23NT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,3975840.0,0,0,,Bình thường,,VN,2023-08-01,,,MÁY ĐÀO BÁNH XÍCH,KOBELCO,SK03-N2
15,105622595150/A11/02CI,2023-08-01,CSGONKVI,'0313788886,CôNG TY TNHH TâM MINH NGUYêN,RITCHIE BROS UK LTD,'84294050,4,"Xe lu rung bánh thép hiệu HAMM model: H16i, S/N: WGH0H234THAA01040, lực rung: 32.8 tấn, NSX: 2020, Động cơ Diesel. Hàng đã qua sử dụng.",63635.9152,49625.25,63635.9152,49625.25,G1,G1,EUR,30134.74,23500,1,PCE,DE,202328208771-1,2023-03-29,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,119635520.4948,0,0,,Bình thường,,VN,2023-08-01,,,XE LU RUNG BÁNH THÉP,HAMM,H16I
16,105621223630/A11/02CI,2023-08-01,CSGONKVI,'0305562074,CôNG TY TNHH MộT THàNH VIêN THươNG MạI NHư THANH,GLOBAL COMPANY,'84295900,1,"Máy đào bánh xích hiệu HITACHI, model: EX33MU, Số Khung: 1BM-00563, hàng đã qua sử dụng.",704.9362,100000.0,704.9362,100000.0,G1,G1,JPY,165.66,23500,1,PCE,JP,0507/23NT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,1325280.0,0,0,,Bình thường,,VN,2023-08-01,,,MÁY ĐÀO BÁNH XÍCH,HITACHI,EX33MU
17,105622595150/A11/02CI,2023-08-01,CSGONKVI,'0313788886,CôNG TY TNHH TâM MINH NGUYêN,RITCHIE BROS UK LTD,'84294050,1,"Xe lu rung bánh thép hiệu HAMM model: H16i, S/N: WGH0H234PHAA00469, lực rung: 32.8 tấn, NSX: 2018, Động cơ Diesel. Hàng đã qua sử dụng.",67573.3075,52695.75,67573.3075,52695.75,G1,G1,EUR,30134.74,23500,1,PCE,DE,202328208771-1,2023-03-29,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,127037818.0284,0,0,,Bình thường,,VN,2023-08-01,,,XE LU RUNG BÁNH THÉP,HAMM,H16I
18,105622595150/A11/02CI,2023-08-01,CSGONKVI,'0313788886,CôNG TY TNHH TâM MINH NGUYêN,RITCHIE BROS UK LTD,'84294050,2,"Xe lu rung bánh thép hiệu HAMM model: H16i, S/N: H2110609, lực rung: 32.8 tấn, NSX: 2016, Động cơ Diesel. Hàng đã qua sử dụng.",59698.5229,46554.75,59698.5229,46554.75,G1,G1,EUR,30134.74,23500,1,PCE,DE,202328208771-1,2023-03-29,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,112233222.9612,0,0,,Bình thường,,VN,2023-08-01,,,XE LU RUNG BÁNH THÉP,HAMM,H16I
19,105622595150/A11/02CI,2023-08-01,CSGONKVI,'0313788886,CôNG TY TNHH TâM MINH NGUYêN,RITCHIE BROS UK LTD,'84294050,3,"Xe lu rung bánh thép hiệu HAMM model: H16i, S/N: H2110397, lực rung: 32.8 tấn, NSX: 2015, Động cơ Diesel. Hàng đã qua sử dụng.",58386.0588,45531.25,58386.0588,45531.25,G1,G1,EUR,30134.74,23500,1,PCE,DE,202328208771-1,2023-03-29,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,109765790.45,0,0,,Bình thường,,VN,2023-08-01,,,XE LU RUNG BÁNH THÉP,HAMM,H16I
20,105622468231/A12/02CI,2023-08-01,CSGONKVI,'0316895780,CôNG TY TNHH THươNG MạI SảN XUấT VMT,"KOEI SHOKAI CO., LTD",'84294090,7,Máy đầm tay dùng xăng hiệu Mikasa cs3.5ps năm sản xuất 2014 (đã qua sử dụng),14.0987,2000.0,,,G1,,JPY,165.66,23500,25,UNIT,JP,KECPN276-23,2023-06-27,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,662640.0,0,0,,,,VN,,,,MÁY ĐẦM TAY DÙNG XĂNG,MIKASA,CS3
21,105621782120/A11/02CI,2023-08-01,CSGONKVI,'0313788886,CôNG TY TNHH TâM MINH NGUYêN,VNAUS SERVICES AND TRADE PTY LTD,'84294090,1,"Xe lu tĩnh bánh lốp DYNAPAC CP215 l, Hàng đã qua sử dụng",8049.6511,12000.0,8049.6511,12000.0,G1,G1,AUD,15763.9,23500,1,PCE,JP,2023-12-01 00:00:00,2023-04-06,KC,CIF,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,15133344.0,0,0,,Bình thường,,VN,2023-08-08,,,XE LU TĨNH BÁNH LỐP,DYNAPAC,CP215
22,105622205140/A11/02CI,2023-08-01,CSGONKVI,'0316693488,CôNG TY TNHH THươNG MạI DịCH Vụ XUấT NHậP KHẩU ĐạI NGHĩA PHáT,"FUKUJI SHOKAI CO.,LTD",'84295200,2,"Máy đào bánh xích,Hiệu: KOMATSU,Model: PC20-7.Hàng đồng bộ tháo rời.đã qua sử dụng.",1600.0,1600.0,1600.0,1600.0,G1,G1,USD,23500.0,23500,1,PCE,JP,FS/DNP2307-01,2023-10-07,TTR,C&F,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,3008000.0,0,0,,Bình thường,,VN,2023-08-02,,,MÁY ĐÀO BÁNH XÍCH,KOMATSU,PC20-7
23,105622205140/A11/02CI,2023-08-01,CSGONKVI,'0316693488,CôNG TY TNHH THươNG MạI DịCH Vụ XUấT NHậP KHẩU ĐạI NGHĩA PHáT,"FUKUJI SHOKAI CO.,LTD",'84295200,1,"Máy đào bánh xích,Hiệu: IHI,Model: 35J.Hàng đồng bộ tháo rời.đã qua sử dụng.",1400.0,1400.0,1400.0,1400.0,G1,G1,USD,23500.0,23500,1,PCE,JP,FS/DNP2307-01,2023-10-07,TTR,C&F,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,2632000.0,0,0,,Bình thường,,VN,2023-08-02,,,MÁY ĐÀO BÁNH XÍCH,IHI,35J
24,105622557940/A11/02CI,2023-08-01,CSGONKVI,'0316693488,CôNG TY TNHH THươNG MạI DịCH Vụ XUấT NHậP KHẩU ĐạI NGHĩA PHáT,"CROSS CORPORATION CO.,LTD",'84295900,1,"Máy xúc lật,Hiệu:TCM,Model: 810A.Hàng đã qua sử dụng.",1500.0,1500.0,1500.0,1500.0,G1,G1,USD,23500.0,23500,1,PCE,JP,2023CROSS/DNP-03,2023-06-27,TTR,C&F,2,2-Đường biển (container),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,2820000.0,0,0,,Bình thường,,VN,2023-08-02,,,MÁY XÚC LẬT,TCM,810A
25,105623681810/A11/15BB,2023-08-01,HUUNGHILS,'2500681791,CôNG TY TNHH XUấT NHậP KHẩU MáY CôNG TRìNH TRườNG SơN,"PINGXIANG SHUNXIANG IMP.&EXP.TRADE CO.,LTD",'84295200,1,"Máy đào bánh xích.Hiệu:KOMATSU.Model: PC200-6E.Số khung: PC200-108796, Dung tích gầu: 0.8m3.Động cơ DIESEL: 99.3Kw, cơ cấu phần trên xoay 360 độ,Hàng đã qua sử dụng,NSX 2002",5910.0,5910.0,,,G1,,USD,23500.0,23500,1,PCE,JP,TS230801,2023-01-08,KC,DAP,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,11110800.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,KOMATSU,PC200-6E
26,105614688760/A11/02CI,2023-08-01,CSGONKVI,'0316903456,CôNG TY TNHH MáY XâY DựNG Vũ PHONG,"KANMON INTERNATIONAL CO., LTD",'84295200,1,"Máy đào HYUNDAI Model: R60-7, máy có phần trên quay 360độ, hàng đã qua sử dụng",2185.3021,310000.0,,,G1,,JPY,165.66,23500,1,PCE,CN,KAN-VP-2XAHTAI2208-NTT,2023-05-30,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,4108368.0,0,0,,,,VN,,,,MÁY ĐÀO,HYUNDAI,R60-7
27,105614688760/A11/02CI,2023-08-01,CSGONKVI,'0316903456,CôNG TY TNHH MáY XâY DựNG Vũ PHONG,"KANMON INTERNATIONAL CO., LTD",'84295200,2,"Máy đào KOMATSU Model: PC60-6, máy có phần trên quay 360độ, hàng đã qua sử dụng",2396.783,340000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,KAN-VP-2XAHTAI2208-NTT,2023-05-30,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,4505952.0,0,0,,,,VN,,,,MÁY ĐÀO,KOMATSU,PC60-6
28,105619318010/A11/02CI,2023-08-01,CSGONKVI,'0316903456,CôNG TY TNHH MáY XâY DựNG Vũ PHONG,"KANMON INTERNATIONAL CO., LTD",'84295200,1,"Máy đào VOLVO Model: EC55B PRO, máy có phần trên quay 360độ, hàng đã qua sử dụng",2114.8085,300000.0,,,G1,,JPY,165.66,23500,1,PCE,CN,"KAN-VP-ATHANH-TBDN-01,...",2023-05-30,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,3975840.0,0,0,,,,VN,,,,MÁY ĐÀO,VOLVO,EC55B
29,105619318010/A11/02CI,2023-08-01,CSGONKVI,'0316903456,CôNG TY TNHH MáY XâY DựNG Vũ PHONG,"KANMON INTERNATIONAL CO., LTD",'84295200,2,"Máy đào VOLVO Model: EC55B PRO, máy có phần trên quay 360độ, hàng đã qua sử dụng",2255.7957,320000.0,,,G1,,JPY,165.66,23500,1,PCE,CN,"KAN-VP-ATHANH-TBDN-01,...",2023-05-30,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,4240896.0,0,0,,,,VN,,,,MÁY ĐÀO,VOLVO,EC55B
30,105623681810/A11/15BB,2023-08-01,HUUNGHILS,'2500681791,CôNG TY TNHH XUấT NHậP KHẩU MáY CôNG TRìNH TRườNG SơN,"PINGXIANG SHUNXIANG IMP.&EXP.TRADE CO.,LTD",'84295200,2,"Máy đào bánh xích.Hiệu:SUMITOMO.Model: SH200-3.Số khung: 200Z3-3651,Dung tích gầu: 0.8m3.Động cơ DIESEL:103Kw, cơ cấu phần trên xoay 360 độ,Hàng đã qua sử dụng,NSX 2002",6100.0,6100.0,,,G1,,USD,23500.0,23500,1,PCE,JP,TS230801,2023-01-08,KC,DAP,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,11468000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,SUMITOMO,SH200-3
31,105620998710/A11/03EE,2023-08-01,CDINHVUHP,'2500689462,CôNG TY TNHH MáY CôNG TRìNH HUYềN TRANG,"HUICHENG (BAODING CITY) IMPORT AND EXPORT TRADE CO.,LTD",'84295900,1,Máy đào bánh lốp. Hiệu DOOSAN. Model: DX60W. Số S/N: 20095. Động cơ Diesel. Hàng đã qua sử dụng.,3000.0,3000.0,,,G1,,USD,23500.0,23500,1,PCE,CN,0507/HT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,5640000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH LỐP,DOOSAN,DX60W
32,105620998710/A11/03EE,2023-08-01,CDINHVUHP,'2500689462,CôNG TY TNHH MáY CôNG TRìNH HUYềN TRANG,"HUICHENG (BAODING CITY) IMPORT AND EXPORT TRADE CO.,LTD",'84295200,4,Máy đào bánh xích. Hiệu VOLVO. Model: EC55BPRO. Số S/N: VCEEC55BY00055101. Động cơ Diesel. Hàng đã qua sử dụng.,3000.0,3000.0,,,G1,,USD,23500.0,23500,1,PCE,CN,0507/HT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,5640000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,VOLVO,EC55BPRO
33,105620998710/A11/03EE,2023-08-01,CDINHVUHP,'2500689462,CôNG TY TNHH MáY CôNG TRìNH HUYềN TRANG,"HUICHENG (BAODING CITY) IMPORT AND EXPORT TRADE CO.,LTD",'84295200,2,Máy đào bánh xích. Hiệu YANMAR. Model: ViO55-5B. Số S/N: 56031. Động cơ Diesel. Hàng đã qua sử dụng.,3000.0,3000.0,,,G1,,USD,23500.0,23500,1,PCE,JP,0507/HT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,5640000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,YANMAR,VIO55-5B
34,105620998710/A11/03EE,2023-08-01,CDINHVUHP,'2500689462,CôNG TY TNHH MáY CôNG TRìNH HUYềN TRANG,"HUICHENG (BAODING CITY) IMPORT AND EXPORT TRADE CO.,LTD",'84295200,3,Máy đào bánh xích. Hiệu HITACHI. Model: EX60-3. Số S/N: 12S51961. Động cơ Diesel. Hàng đã qua sử dụng .,3000.0,3000.0,,,G1,,USD,23500.0,23500,1,PCE,JP,0507/HT,2023-05-07,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,5640000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,HITACHI,EX60-3
35,105626610610/A11/15BB,2023-08-02,HUUNGHILS,'0105207386,CôNG TY Cổ PHầN TậP ĐOàN 911,"XUZHOU CONSTRUCTION MACHINERY GROUP IMP & EXP CO.,LTD .",'84295200,1,"Máy đào bánh xích, phần trên quay được 360 độ, nhãn hiệu XCMG, Model:XE600DK MAX, động cơ Diese,l công suất 336 Kw, dung tích gầu 3,6m3. Mới 100%, Trung Quốc sản xuất 2023",239000.0,239000.0,,,G1,,USD,23500.0,23500,2,UNIT,CN,XCMG2307-295,2023-07-27,LC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,898640000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,XCMG,XE600DK
36,105626635110/A11/15BB,2023-08-02,HUUNGHILS,'0105207386,CôNG TY Cổ PHầN TậP ĐOàN 911,"XUZHOU CONSTRUCTION MACHINERY GROUP IMP & EXP CO.,LTD .",'84294040,3,"Xe lu rung bánh thép, Lực rung 53 kN (~5,4 tấn). Nhãn hiệu XCMG, Model XD140, T/trọng 4300 Kg, Đ/cơ Diesel, C/suất 36,8 Kw, Mới 100%, Trung quốc sản xuất 2023.",61000.0,61000.0,,,G1,,USD,23500.0,23500,1,UNIT,CN,XCMG2306-753-1,2023-07-27,LC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,114680000.0,0,0,,,,VN,,,,XE LU RUNG BÁNH THÉP,XCMG,XD140
37,105626635110/A11/15BB,2023-08-02,HUUNGHILS,'0105207386,CôNG TY Cổ PHầN TậP ĐOàN 911,"XUZHOU CONSTRUCTION MACHINERY GROUP IMP & EXP CO.,LTD .",'84294040,4,"Xe lu rung bánh thép, Lực rung 140 kN (~14,3 tấn). Nhãn hiệu XCMG, Model XD123, T/trọng 12300 Kg, Đ/cơ Diesel, C/suất 119 Kw, Mới 100%, Trung quốc sản xuất 2023.",22000.0,22000.0,,,G1,,USD,23500.0,23500,1,UNIT,CN,XCMG2306-753-1,2023-07-27,LC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,41360000.0,0,0,,,,VN,,,,XE LU RUNG BÁNH THÉP,XCMG,XD123
38,105626635110/A11/15BB,2023-08-02,HUUNGHILS,'0105207386,CôNG TY Cổ PHầN TậP ĐOàN 911,"XUZHOU CONSTRUCTION MACHINERY GROUP IMP & EXP CO.,LTD .",'84294090,2,"Xe lu tĩnh bánh lốp, nhãn hiệu XCMG, Model XP163, động cơ Diesel, công suất 86Kw, tự trọng làm việc 16.000Kg, hàng mới 100%, Trung quốc sản xuất 2023",34000.0,34000.0,,,G1,,USD,23500.0,23500,1,UNIT,CN,XCMG2306-753-1,2023-07-27,LC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,63920000.0,0,0,,,,VN,,,,XE LU TĨNH BÁNH LỐP,XCMG,XP163
39,105626618160/A11/15BB,2023-08-02,HUUNGHILS,'0105207386,CôNG TY Cổ PHầN TậP ĐOàN 911,"XUZHOU CONSTRUCTION MACHINERY GROUP IMP & EXP CO.,LTD .",'84295200,1,"Máy đào bánh xích, phần trên quay được 360 độ, nhãn hiệu XCMG, Model:XE600DK MAX, động cơ Diesel, công suất 336 Kw, dung tích gầu 3,6m3. Mới 100%, Trung Quốc sản xuất 2022",239000.0,239000.0,,,G1,,USD,23500.0,23500,4,UNIT,CN,XCMG2307-294-2,2023-07-27,LC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,1797280000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,XCMG,XE600DK
