,Tờ khai,Ngày đăng ký,Tên nơi mở tờ khai,Mã doanh nghiệp XNK,Tên doanh nghiệp XNK,Đơn vị đối tác,Mã hàng khai báo,Số thứ tự hàng,Tên hàng,Đơn giá khai báo(USD),Đơn giá NT khai báo,Đơn giá điều chỉnh(USD),Đơn giá NT điều chỉnh,PP khai báo,PP áp giá,Nguyên tệ,Tỷ giá nguyên tệ,Tỷ giá USD,Lượng,Đơn vị tính,Tên nuớc xuất xứ,Số hợp đồng,Ngày hợp đồng,Mã phương thức thanh toán,Điều kiện giao hàng,Mã phương tiện vận chuyển,Phương tiện vận chuyển,Kiểm tra giá cấp Tổng cục,Kiểm tra giá cấp Cục,Kiểm tra giá cấp Chi cục,Thuế suất XNK,Thuế suất TTĐB,Thuế suất VAT,Thuế suất tự vệ,Thuế XNK,Thuế TTĐB,Thuế VAT,Thuế môi trường,Thuế tự vệ,Xếp hạng DN,Trạng thái,Kết quả kiểm tra STQ,Nước nhập khẩu,Ngày KTG chi cục,Kết quả TVG chi cục,Kết quả TVG cục,Mặt hàng,Nhãn hiệu,Model
121,105628080720/A11/15BC,2023-08-03,CHIMALS,'4900893089,CôNG TY TNHH HồNG Hà LS,"PINGXIANG SANSHUN TRADE CO, LTD",'84295200,3,"Máy đào bánh xích, Nhãn hiệu: KOMATSU, mã kiểu loại: PC200-6E, số khung: PC200105741, số máy: 6D10226242951, công suất 99,3kW, tốc độ quay 2000rpm, tự trọng 19100kg. Hàng ĐQSD năm sx không xác định",6190.0,6190.0,,,G1,,USD,23500.0,23500,1,PCE,JP,HHSANSHUN-07,2023-07-20,TTR,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,11637200.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,KOMATSU,PC200-6E
122,105628080720/A11/15BC,2023-08-03,CHIMALS,'4900893089,CôNG TY TNHH HồNG Hà LS,"PINGXIANG SANSHUN TRADE CO, LTD",'84295200,4,"Máy đào bánh xích, Nhãn hiệu: HITACHI, mã kiểu loại: ZX200LC, số khung: 1G6P112391, số máy: 6BG1126518, công suất 110,3kW, tốc độ quay 2100rpm, tự trọng 19900kg. Hàng đã qua sử dụng",6600.0,6600.0,,,G1,,USD,23500.0,23500,1,PCE,JP,HHSANSHUN-07,2023-07-20,TTR,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,12408000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,HITACHI,ZX200LC
123,105628080720/A11/15BC,2023-08-03,CHIMALS,'4900893089,CôNG TY TNHH HồNG Hà LS,"PINGXIANG SANSHUN TRADE CO, LTD",'84295200,6,"Máy đào bánh xích, Nhãn hiệu: KOMATSU, mã kiểu loại: PC120-6E0, số khung: KMTPC037E02070970, số máy: 4D10226382072, CS 66,2kW, tốc độ quay 2200rpm, tự trọng 11700kg. Hàng ĐQSD năm sx không xác định",3800.0,3800.0,,,G1,,USD,23500.0,23500,1,PCE,JP,HHSANSHUN-07,2023-07-20,TTR,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,7144000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,KOMATSU,PC120-6E0
124,105628080720/A11/15BC,2023-08-03,CHIMALS,'4900893089,CôNG TY TNHH HồNG Hà LS,"PINGXIANG SANSHUN TRADE CO, LTD",'84295200,5,"Máy đào bánh xích, Nhãn hiệu: KOBELCO, mã kiểu loại: SK230-6E, số khung: LQC2242, số máy: 6D34093778, công suất 125kW, tốc độ quay 2100rpm, tự trọng 23600kg. Hàng ĐQSD năm sx không xác định",7900.0,7900.0,,,G1,,USD,23500.0,23500,1,PCE,CN,HHSANSHUN-07,2023-07-20,TTR,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,14852000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,KOBELCO,SK230-6E
125,105628881520/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84295200,1,"Máy đào bánh xích (Có cơ cấu quay 360 độ), hiệu: KOBELCO, model: SK350LC-8, động cơ diesel, công suất: 197kw, số khung: YC11C1300, số máy: J08ETM22084, do Trung Quốc sản xuất năm 2009. Hàng đã qua SD.",18000.0,18000.0,18000.0,18000.0,G1,G1,USD,23500.0,23500,1,PCE,CN,447/IV-2023,2023-02-08,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,33840000.0,0,0,,Bình thường,,VN,2023-08-03,,,MÁY ĐÀO BÁNH XÍCH (CÓ CƠ CẤU QUAY 360 ĐỘ),KOBELCO,SK350LC-8
126,105628666030/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84294090,1,"Xe lu tĩnh bánh lốp,hiệu:XCMG,model:XP302,đ/cơ Diesel,CS:132kw.TT xe:12.900kg,k/lượng xe khi gia tải:30.000kg,số khung:4302140262,số máy:D6114ZG10BB410H53496,do Trung Quốc SX năm2014.Hàng đã qua SD.",10000.0,10000.0,10000.0,10000.0,G1,G1,USD,23500.0,23500,1,PCE,CN,414/IV-2023,2023-12-07,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,18800000.0,0,0,,Bình thường,,VN,2023-08-04,,,XE LU TĨNH BÁNH LỐP,XCMG,XP302
127,105628763220/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84294090,1,"Xe lu tĩnh bánh lốp,hiệu:XCMG,model:XP302,đ/cơ Diesel,CS:132kw.TT xe:12.900kg,k/lượng xe khi gia tải:30.000kg,số khung:4302100302,số máy:D6114ZG10BB410H50379,do Trung Quốc SX năm2010.Hàng đã qua SD.",10000.0,10000.0,10000.0,10000.0,G1,G1,USD,23500.0,23500,1,PCE,CN,427/IV-2023,2023-07-20,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,18800000.0,0,0,,Bình thường,,VN,2023-08-03,,,XE LU TĨNH BÁNH LỐP,XCMG,XP302
128,105628812330/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84295200,1,"Máy đào bánh xích (Có cơ cấu quay 360 độ), hiệu: KOBELCO, model:SK250-8, đ/cơ diesel, công suất: 131kw, số khung: LQ11H5196, số động cơ: Không có số, do Trung Quốc sản xuất năm 2007. Hàng đã qua SD.",15000.0,15000.0,15000.0,15000.0,G1,G1,USD,23500.0,23500,1,PCE,CN,442/IV-2023,2023-07-28,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,28200000.0,0,0,,Bình thường,,VN,2023-08-04,,,MÁY ĐÀO BÁNH XÍCH (CÓ CƠ CẤU QUAY 360 ĐỘ),KOBELCO,SK250-8
129,105628843500/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84295200,1,"Máy đào bánh xích, (Có cơ cấu quay 360 độ), hiệu:HITACHI, model: ZX330-3G, đ/cơ diesel, CS:184kw, số khung: HHEAVJ00C00101237, số máy: 6HK1551662, do Trung Quốc sản xuất năm 2011. Hàng đã qua SD.",17000.0,17000.0,17000.0,17000.0,G1,G1,USD,23500.0,23500,1,PCE,CN,445/IV-2023,2023-02-08,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,31960000.0,0,0,,Bình thường,,VN,2023-08-03,,,MÁY ĐÀO BÁNH XÍCH,HITACHI,ZX330-3G
130,105628783740/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84295200,1,"Máy đào bánh xích ( Có cơ cấu quay 360 độ), hiệu: HITACHI, model: EX200-5, động cơ diesel, công suất: 99,3kw, số khung: 14H81787, số máy: 6BG1522292, do Nhật Bản sản xuất năm 1998. Hàng đã qua SD.",10500.0,10500.0,10500.0,10500.0,G1,G1,USD,23500.0,23500,1,PCE,JP,430/IV-2023,2023-07-24,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,19740000.0,0,0,,Bình thường,,VN,2023-08-03,,,MÁY ĐÀO BÁNH XÍCH ( CÓ CƠ CẤU QUAY 360 ĐỘ),HITACHI,EX200-5
131,105628903550/A11/20BC,2023-08-03,HOANHMOQN,'5702092089,CôNG TY Cổ PHầN DịCH Vụ Và THươNG MạI XUấT NHậP KHẩU TSA,CONG TY HH THUONG MAI THIEN HUONG QUANG TAY,'84295200,1,"Máy đào bánh xích (Có cơ cấu quay 360 độ), hiệu:KOMATSU, model: PC120-6E0, đ/cơ diesel,CS: 66,2kw, số khung: KMTPC037T02073822, số máy: 4D10226394964, do Nhật Bản sản xuất năm 2004. Hàng đã qua SD.",6500.0,6500.0,6500.0,6500.0,G1,G1,USD,23500.0,23500,1,PCE,JP,448/IV-2023,2023-02-08,TTR,DAF,4,4-Đường bộ (xe tải),,,Không nghi vấn – chấp nhận trị giá khai báo,0,0,8,0,0.0,0.0,12220000.0,0,0,,Bình thường,,VN,2023-08-04,,,MÁY ĐÀO BÁNH XÍCH (CÓ CƠ CẤU QUAY 360 ĐỘ),KOMATSU,PC120-6E0
132,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,2,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491021 Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
133,105631584921/A11/03CC,2023-08-04,CANGHPKVI,'0101227342,CôNG TY Cổ PHầN XUấT NHậP KHẩU Và XâY DựNG ĐứC MINH,SHINWA LIMITED,'84295200,1,Máy đào bánh lốp HITACHI ZX125W đã qua sử dụng. Seri: HCM11P00P00006166. Năm sản xuất: 2005. Sử dụng động cơ diezel,51319.3532,7280000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,23-0172,2023-07-18,LC,CIF,3,"3-Đường biển (hàng rời, lỏng...)",,,,0,0,8,0,0.0,0.0,96480384.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH LỐP,HITACHI,ZX125W
134,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,1,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491020, Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
135,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,7,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491026Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
136,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,3,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491022 Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
137,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,4,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491023 Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
138,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,5,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491024, Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
139,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,6,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491025, Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
140,105629842030/A41/03CE,2023-08-04,CANGHPKVII,'0101431115,CôNG TY TNHH THIếT Bị NặNG MARUBENI,BOMAG APAC PTE.LTD,'84294050,8,"Xe lu rung, lực rung của trống lớn nhất trên20 tấn, nhãn hiệu BOMAG, Model BW213 D-5 SL , phụ kiện đồng bộ kèm theo, mới 100%, động cơ Diesel, SK: 961584491027Sản xuất 2023",63707.0,63707.0,,,G1,,USD,23500.0,23500,1,PCE,CN,9152000378,2023-07-25,KC,CIP,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,119769160.0,0,0,,,,VN,,,,XE LU RUNG,BOMAG,BW213
141,105631077640/A11/15BB,2023-08-04,HUUNGHILS,'0104588643,CôNG TY Cổ PHầN THIếT Bị Và DịCH Vụ TCE,"SANY AUTOMOBILE MANUFACTURING CO., LTD",'84294050,1,"Xe lu rung ( lực rung max của trống 380KN tương đương 38.74 tấn) nhãn hiệu: SANY , model; SSR200C-8H, động cơ diesel công suất 147 KW. Hàng mới 100%",49212.0,49212.0,,,G1,,USD,23500.0,23500,2,UNIT,CN,VNZ20230710ZJ-6,2023-10-07,KC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,185037120.0,0,0,,,,VN,,,,XE LU RUNG ( LỰC RUNG MAX CỦA TRỐNG 380KN TƯƠNG ĐƯƠNG 38.74 TẤN),SANY,SSR200C-8H
142,105631039510/A41/15BB,2023-08-04,HUUNGHILS,'0107781109,CôNG TY TNHH MáY Và THIếT Bị XCMG VIệT NAM,"XUZHOU JOYWE INTERNATIONAL TRADING CO.,LTD",'84295100,1,"Máy xúc lật bánh lốp :LW500KN (Máy chuyển đất bằng gàu tự xúc lắp phía trước), nhãn hiệu XCMG, dung tích gầu 4.5m3, loại cần dài, động cơ diesel 162KW,tự trọng 19300 kgs, sản xuất năm 2023,mới 100%",45000.0,45000.0,,,G1,,USD,23500.0,23500,1,PCE,CN,JOY23020,2023-01-08,KC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,84600000.0,0,0,,,,VN,,,,MÁY XÚC LẬT BÁNH LỐP :LW500KN (MÁY CHUYỂN ĐẤT BẰNG GÀU TỰ XÚC LẮP PHÍA TRƯỚC),XCMG,
143,105631012060/A11/15BB,2023-08-04,HUUNGHILS,'0104588643,CôNG TY Cổ PHầN THIếT Bị Và DịCH Vụ TCE,"SANY AUTOMOBILE MANUFACTURING CO., LTD",'84294090,1,"Xe lu tĩnh bánh lốp, nhãn hiệu: SANY, model: SPR300C-8S, động cơ diesel công suất 140 KW. Hàng mới 100%",52588.0,52588.0,,,G1,,USD,23500.0,23500,2,UNIT,CN,VNZ20230710A,2023-10-07,KC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,197730880.0,0,0,,,,VN,,,,XE LU TĨNH BÁNH LỐP,SANY,SPR300C-8S
144,105631039510/A41/15BB,2023-08-04,HUUNGHILS,'0107781109,CôNG TY TNHH MáY Và THIếT Bị XCMG VIệT NAM,"XUZHOU JOYWE INTERNATIONAL TRADING CO.,LTD",'84295100,2,"Máy xúc lật bánh lốp :LW300KN (Máy chuyển đất bằng gàu tự xúc lắp phía trước), nhãn hiệu XCMG, dung tích gầu 2.2m3, loại cần dài, động cơ diesel 92KW,tự trọng 11000 kgs, sản xuất năm 2023,mới 100%",26100.0,26100.0,,,G1,,USD,23500.0,23500,1,PCE,CN,JOY23020,2023-01-08,KC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,49068000.0,0,0,,,,VN,,,,MÁY XÚC LẬT BÁNH LỐP :LW300KN (MÁY CHUYỂN ĐẤT BẰNG GÀU TỰ XÚC LẮP PHÍA TRƯỚC),XCMG,
145,105630232520/A11/03CC,2023-08-04,CANGHPKVI,'0200762090,Công Ty TNHH Thương Mại Xuất Nhập Khẩu Đại Dương,KOMATSU USED EQUIPMENT CORP,'84295900,1,"Máy đào bánh xích đã qua sử dụng hiệu KOMATSU. Model: PC300LC-8, serial number: KMTPC191E87C51901, đ/cơ diezel. Năm sản xuất: theo kết quả giấy chứng nhận chất lượng của cục ĐKVN.",35246.8085,5000000.0,,,G1,,JPY,165.66,23500,1,UNIT,TH,1M00071,2023-07-14,KC,CIF,3,"3-Đường biển (hàng rời, lỏng...)",,,,0,0,8,0,0.0,0.0,66264000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH ĐÃ QUA SỬ DỤNG,KOMATSU,PC300LC-8
146,105631086261/A41/15BB,2023-08-04,HUUNGHILS,'0107781109,CôNG TY TNHH MáY Và THIếT Bị XCMG VIệT NAM,"XUZHOU JOYWE INTERNATIONAL TRADING CO.,LTD",'84295100,1,"Máy xúc lật bánh lốp :LW500KN (Máy chuyển đất bằng gàu tự xúc lắp phía trước), nhãn hiệu XCMG, dung tích gầu 4.5m3, loại cần dài, động cơ diesel 162KW,tự trọng 19300 kgs, sản xuất năm 2023,mới 100%",45000.0,45000.0,,,G1,,USD,23500.0,23500,1,PCE,CN,JOY23019/JOY23019B,2023-01-08,KC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,84600000.0,0,0,,,,VN,,,,MÁY XÚC LẬT BÁNH LỐP :LW500KN (MÁY CHUYỂN ĐẤT BẰNG GÀU TỰ XÚC LẮP PHÍA TRƯỚC),XCMG,
147,105631086261/A41/15BB,2023-08-04,HUUNGHILS,'0107781109,CôNG TY TNHH MáY Và THIếT Bị XCMG VIệT NAM,"XUZHOU JOYWE INTERNATIONAL TRADING CO.,LTD",'84295100,2,"Máy xúc lật bánh lốp :LW300FN (Máy chuyển đất bằng gàu tự xúc lắp phía trước), nhãn hiệu XCMG, dung tích gầu 2.2m3, loại cần dài, động cơ diesel 92KW,tự trọng 10600 kgs, sản xuất năm 2023,mới 100%",24100.0,24100.0,,,G1,,USD,23500.0,23500,1,PCE,CN,JOY23019/JOY23019B,2023-01-08,KC,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,45308000.0,0,0,,,,VN,,,,MÁY XÚC LẬT BÁNH LỐP :LW300FN (MÁY CHUYỂN ĐẤT BẰNG GÀU TỰ XÚC LẮP PHÍA TRƯỚC),XCMG,
148,105632308130/A11/03CC,2023-08-04,CANGHPKVI,'0107966205,CôNG TY TNHH PHáT TRIểN THươNG MạI NAM HàN,"TAEYANG TRADING CO.,LTD",'84295200,1,"Máy đào bánh xích hiệu DOOSAN DX300LCA, đã qua sử dụng, sản xuất 2011, số khung:DHKCECAATB0009208, máy có cơ cấu quay 360 độ, động cơ diezel.",22000.0,22000.0,,,G1,,USD,23500.0,23500,1,PCE,KR,TY/NH2023-22,2023-07-24,KC,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,41360000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,DOOSAN,DX300LCA
149,105631456711/A11/03CC,2023-08-04,CANGHPKVI,'0108221300,CôNG TY TNHH XâY DựNG Hạ TầNG TNT VIệT NAM,"NIKKYO MACHINERY CO., LTD",'84295900,1,"Máy đào bánh xích KOMATSU PC450-10 đã qua sử dụng, số serial: KMTPC239JEC080210 năm sản xuất: xác định theo kết quả cơ quan đăng kiểm. Động cơ diesel ( kèm phụ kiện đồng bộ tháo rời ).",104260.0596,14790000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,230403,2023-07-16,LC,CIF,3,"3-Đường biển (hàng rời, lỏng...)",,,,0,0,8,0,0.0,0.0,196008912.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,KOMATSU,PC450-10
150,105630232520/A11/03CC,2023-08-04,CANGHPKVI,'0200762090,Công Ty TNHH Thương Mại Xuất Nhập Khẩu Đại Dương,KOMATSU USED EQUIPMENT CORP,'84295900,2,"Máy đào bánh xích đã qua sử dụng hiệu KOMATSU. Model: PC300LC-8, serial number: KMTPC191E87C51851, đ/cơ diezel. Năm sản xuất: theo kết quả giấy chứng nhận chất lượng của cục ĐKVN.",35246.8085,5000000.0,,,G1,,JPY,165.66,23500,1,UNIT,TH,1M00071,2023-07-14,KC,CIF,3,"3-Đường biển (hàng rời, lỏng...)",,,,0,0,8,0,0.0,0.0,66264000.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH ĐÃ QUA SỬ DỤNG,KOMATSU,PC300LC-8
151,105630513660/A11/02CI,2023-08-04,CSGONKVI,'0317454394,CôNG TY TNHH MáY XâY DựNG KHáNH LINH,"NANKAI AND CO., LTD.",'84295200,2,"Máy đào HYUNDAI Model: R60-9, máy có cơ cấu phần trên quay 360 độ, hàng đã qua sử dụng",2114.8085,300000.0,,,G1,,JPY,165.66,23500,1,PCE,CN,"NKAI-KL-ATUAN-2978,...",2023-05-25,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,3975840.0,0,0,,,,VN,,,,MÁY ĐÀO,HYUNDAI,R60-9
152,105631584220/A11/03CC,2023-08-04,CANGHPKVI,'0202147799,CôNG TY TNHH MáY CôNG TRìNH ĐạI NAM,SHINWA LIMITED,'84295200,1,"Máy đào bánh xích đã qua sử dung, hiệu: HITACHI, model: ZX135US, sk: HCM1SC00P00074425, số đc: 945505, năm sx chưa xác định. Máy có cơ cấu phần trên quay được 360 độ, hàng đồng bộ không tháo rời",20443.1489,2900000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,23-0184,2023-07-14,KC,CIF,3,"3-Đường biển (hàng rời, lỏng...)",,,,0,0,8,0,0.0,0.0,38433120.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH ĐÃ QUA SỬ DUNG,HITACHI,ZX135US
153,105631969220/A11/03CC,2023-08-04,CANGHPKVI,'0202147799,CôNG TY TNHH MáY CôNG TRìNH ĐạI NAM,FUJI TRADING LIMITED,'84295200,1,"Máy đào bánh xích đã qua sử dung, hiệu: HITACHI, model: EX210K-5, sk: 14KP092168, số đc: 6BG1113456, năm sx chưa xác định. Máy có cơ cấu phần trên quay được 360 độ, hàng đồng bộ không tháo rời",29607.3191,4200000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,R5005DAINAM,2023-03-07,LC,CIF,3,"3-Đường biển (hàng rời, lỏng...)",,,,0,0,8,0,0.0,0.0,55661760.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH ĐÃ QUA SỬ DUNG,HITACHI,EX210K-5
154,105622656051/A12/02CI,2023-08-04,CSGONKVI,'0317200671,CôNG TY TNHH SX MINH TâM,"SAIGONTECH CO., LTD",'84294090,1,"Máy đầm đất cầm ta sùng xăng cs0.3hp dùng xăng, năm sản xuât 2014 (đã qua sử dụng)",19.0333,2700.0,,,G1,,JPY,165.66,23500,15,UNIT,JP,SG070323-1,2023-07-03,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,536738.4,0,0,,,,VN,,,,,,
155,105631047211/A11/15BB,2023-08-04,HUUNGHILS,'2500700998,CôNG TY TNHH THươNG MạI HùNG MạNH VP,"PINGXIANG SHUNXIANG IMP.&EXP.TRADE CO.,LTD",'84295200,2,"Máy đào bánh xích,phần trên bánh xích quay 360 độ.Nhãn hiệu:KOMATSU,model: PC200-6E.động cơ:Diesel,công suất 99,3 kw.Thể tích gầu: 0,8 m3.Đã qua sử dụng",7664.4489,55000.0,,,G1,,CNY,3274.81,23500,1,PCE,JP,HM2023-19A,2023-01-08,TTR,DAF,4,4-Đường bộ (xe tải),,,,0,0,8,0,0.0,0.0,14409164.0,0,0,,,,VN,,,,MÁY ĐÀO BÁNH XÍCH,KOMATSU,PC200-6E
156,105630513660/A11/02CI,2023-08-04,CSGONKVI,'0317454394,CôNG TY TNHH MáY XâY DựNG KHáNH LINH,"NANKAI AND CO., LTD.",'84295200,1,"Máy đào SUMITOMO Model: S260F2 (LS-2600FJ2), máy có cơ cấu phần trên quay 360 độ, hàng đã qua sử dụng",3172.2128,450000.0,,,G1,,JPY,165.66,23500,1,PCE,JP,"NKAI-KL-ATUAN-2978,...",2023-05-25,TTR,CIF,2,2-Đường biển (container),,,,0,0,8,0,0.0,0.0,5963760.0,0,0,,,,VN,,,,MÁY ĐÀO,SUMITOMO,S260F2
